,index,trial,generated_id,smiles,reward,depth,elapsed_time,is_through_filter,SINCHO_MW,SINCHO_LogP,canonical_smiles,MW,LogP,donor,acceptor,Choice_idx
11,11,2,6488,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(C(=O)CCn12)CC(F)(F)F,1.0,41,105.8,1,231.061946536,1.6445,Nc1c(C(=O)Nc2ncc3n2CCC(=O)N(CC(F)(F)F)C3)nnc2ccccc12,419.131757412,1.9553999999999998,3,9,11
12,12,3,7060,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(CC)C(C)C(=O)c2c1,1.0,40,114.8,1,188.094963004,1.9551000000000005,CCN1Cc2cnc(NC(=O)c3nnc4ccccc4c3N)cc2C(=O)C1C,376.16477388,2.266,3,8,12
13,13,2,8253,N(C(=O)c1nnc2ccccc2c1N)c1ncc2COC(C)(COC12)OC,1.0,43,135.5,1,181.073893212,0.7049000000000002,COC1(C)COC2C(=CN=C2NC(=O)c2nnc3ccccc3c2N)CO1,369.14370408799994,1.0158,3,9,13
14,14,3,5968,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(C)C(C)C(=O)Cc2c1,1.0,41,96.7,1,188.094963004,1.4939000000000004,CC1C(=O)Cc2cc(NC(=O)c3nnc4ccccc4c3N)ncc2CN1C,376.16477388,1.8048000000000002,3,8,14
15,15,4,5595,N(C(=O)c1nnc2ccccc2c1N)c1ncc2OC(=O)N(C)Cc2c1C,1.0,34,95.4,1,176.05857749600003,1.8010199999999998,Cc1c(NC(=O)c2nnc3ccccc3c2N)ncc2c1CN(C)C(=O)O2,364.128388372,2.1119199999999996,3,9,15
16,16,2,8300,N(C(=O)c1nnc2ccccc2c1N)c1ncc2COC(C)(C)C(=O)c2c1,1.0,40,136.5,1,175.06332852799997,2.0399000000000007,CC1(C)OCc2cnc(NC(=O)c3nnc4ccccc4c3N)cc2C1=O,363.13313940399996,2.3508000000000004,3,8,16
17,17,1,9371,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CCCN(C(=O)C)c2c1,1.0,37,160.3,1,174.07931294,1.8475000000000008,CC(=O)N1CCCc2cnc(NC(=O)c3nnc4ccccc4c3N)cc21,362.149123816,2.1584000000000003,3,8,17
18,18,4,7640,N(C(=O)c1nnc2ccccc2c1N)c1ncc2C(C(=O)OC)cc2n1C,1.0,37,127.6,1,176.05857749599997,0.5029000000000002,COC(=O)C1C=C2C1=CN=C(NC(=O)c1nnc3ccccc3c1N)N2C,364.12838837199996,0.8138000000000001,3,9,18
19,19,3,8883,N(C(=O)c1nnc2ccccc2c1N)c1ncc2C(CN(C)CCCc2n1)C,1.0,39,147.1,1,189.12659748000007,1.9249000000000005,CC1CN(C)CCCc2nc(NC(=O)c3nnc4ccccc4c3N)ncc21,377.19640835600006,2.2358000000000002,3,8,19
20,20,4,5665,N(C(=O)c1nnc2ccccc2c1N)c1ncc2C(CN(S(=O)(=O)C)C12)C,1.0,35,96.8,1,198.04629856,0.2068000000000004,CC1CN(S(C)(=O)=O)C2C1=CN=C2NC(=O)c1nnc2ccccc2c1N,386.11610943599993,0.5177000000000003,3,9,20
21,21,1,10128,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(CCc2c1C#N)C,1.0,39,171.4,1,171.07964728800007,1.4079800000000002,CN1CCc2c(cnc(NC(=O)c3nnc4ccccc4c3N)c2C#N)C1,359.14945816400007,1.71888,3,8,21
22,22,3,9948,N(C(=O)c1nnc2ccccc2c1N)c1ncc2C(CN3CCOCC3)=Cc2c1C,1.0,43,169.1,1,214.110613068,2.0430200000000007,Cc1c(NC(=O)c2nnc3ccccc3c2N)ncc2c1C=C2CN1CCOCC1,402.180423944,2.3539200000000005,3,8,22
23,23,3,10412,N(C(=O)c1nnc2ccccc2c1N)c1ncc2C(CN3CCCCCn13)CCOC2,1.0,40,178.6,1,233.15281222800004,1.6238,Nc1c(C(=O)NC2=NC=C3COCCC3CN3CCCCCN23)nnc2ccccc12,421.22262310400004,1.9346999999999999,3,9,23
24,24,3,9091,N(C(=O)c1nnc2ccccc2c1N)c1ncc2C(CN3CCN(C)Cc3c21)C,1.0,40,151.4,1,201.12659748000007,1.0781000000000005,CC1CN2CCN(C)CC2=C2C1=CN=C2NC(=O)c1nnc2ccccc2c1N,389.19640835600006,1.3890000000000002,3,8,24
25,25,3,5555,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(C)CC=N\C2CCC1,1.0,41,91.3,1,189.12659748000007,1.4820000000000002,CN1CC=NC2CCCC(NC(=O)c3nnc4ccccc4c3N)=NC=C2C1,377.19640835600006,1.7929,3,8,25
26,26,2,5411,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(CC)OCC2(C)C1,1.0,39,90.2,1,178.110613068,1.5903999999999998,CCN1CC2=CN=C(NC(=O)c3nnc4ccccc4c3N)CC2(C)CO1,366.180423944,1.9012999999999998,3,8,26
27,27,4,7797,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(CC(C)C)c(n1)C2,1.0,41,130.1,1,175.11094741600007,1.6446000000000005,CC(C)CN1CC2=CN=C(NC(=O)c3nnc4ccccc4c3N)N=C1C2,363.18075829200006,1.9555000000000005,3,8,27
28,28,3,8700,N(C(=O)c1nnc2ccccc2c1N)c1ncc2C(CN(C)C1)C(=O)C2(C)C,1.0,38,142.1,1,190.110613068,1.0838,CN1CC(NC(=O)c2nnc3ccccc3c2N)=NC=C2C(C1)C(=O)C2(C)C,378.180423944,1.3947,3,8,28
29,29,4,10155,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(C(=O)C(C)C)Cnc2s1,1.0,46,169.7,1,221.062282972,1.4718000000000004,CC(C)C(=O)N1CN=C2SC(NC(=O)c3nnc4ccccc4c3N)=NC=C2C1,409.132093848,1.7827000000000002,3,9,29
30,30,3,10313,N(C(=O)c1nnc2ccccc2c1N)c1ncc2C(CN3CCOCC(=O)c3c2)C1,1.0,42,175.7,1,216.089877624,0.7320000000000003,Nc1c(C(=O)NC2=NC=C3C=C4C(=O)COCCN4CC3C2)nnc2ccccc12,404.15968849999996,1.0429000000000002,3,9,30
31,31,4,5928,N(C(=O)c1nnc2ccccc2c1N)c1ncc2C(=O)N(CC(C)F)Cc2c1,1.0,43,102.2,1,192.069891128,1.8622,CC(F)CN1Cc2cc(NC(=O)c3nnc4ccccc4c3N)ncc2C1=O,380.139702004,2.1731,3,8,31
32,32,1,7899,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CCSC2CC(=O)OC1,1.0,37,134.1,1,195.035399528,1.3657000000000004,Nc1c(C(=O)NC2=NC=C3CCSC3CC(=O)OC2)nnc2ccccc12,383.105210404,1.6766000000000003,3,8,32
33,33,4,7549,N(C(=O)c1nnc2ccccc2c1N)c1ncc2C(CN=C2\C1)C(=O)OC(C)(C)C,1.0,36,126.6,1,218.105527688,1.7295000000000005,CC(C)(C)OC(=O)C1CN=C2CC(NC(=O)c3nnc4ccccc4c3N)=NC=C21,406.17533856399996,2.0404,3,9,33
34,34,3,10446,N(C(=O)c1nnc2ccccc2c1N)c1ncc2C(CN3CCOCCc3c12)C,1.0,44,178.8,1,202.110613068,1.553,CC1CN2CCOCCC2=C2C1=CN=C2NC(=O)c1nnc2ccccc2c1N,390.180423944,1.8639,3,8,34
35,35,4,3279,N(C(=O)c1nnc2ccccc2c1N)c1ncc2OCN(C)CCCCn12,1.0,39,53.2,1,179.1058620360001,1.4118,CN1CCCCn2c(cnc2NC(=O)c2nnc3ccccc3c2N)OC1,367.1756729120001,1.7227,3,9,35
36,36,3,8873,N(C(=O)c1nnc2ccccc2c1N)c1ncc2C(CN(C)CCN=Cn12)C,1.0,39,147.1,1,190.12184644800007,1.2752000000000003,CC1CN(C)CCN=Cn2c1cnc2NC(=O)c1nnc2ccccc2c1N,378.19165732400006,1.5861,3,9,36
37,37,2,8816,N(C(=O)c1nnc2ccccc2c1N)c1ncc2C(CN3CCOc3n1)C2,1.0,37,145.9,1,175.07456190800005,0.5925000000000001,Nc1c(C(=O)NC2=NC=C3CC3CN3CCOC3=N2)nnc2ccccc12,363.14437278400004,0.9034,3,9,37
38,38,4,8464,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CCN(Cc2n1)CC(C)C,1.0,38,139.3,1,189.12659748000007,1.9575,CC(C)CN1CCc2cnc(NC(=O)c3nnc4ccccc4c3N)nc2C1,377.19640835600006,2.2683999999999997,3,8,38
39,39,2,8256,N(C(=O)c1nnc2ccccc2c1N)c1ncc2COC(C)(Cc2c1)C(=O)C,1.0,41,135.5,1,189.078978592,1.9688000000000003,CC(=O)C1(C)Cc2cc(NC(=O)c3nnc4ccccc4c3N)ncc2CO1,377.14878946799996,2.2797,3,8,39
40,40,1,9477,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(CCCC12)C(=O)C,1.0,38,162.0,1,176.094963004,1.1854000000000005,CC(=O)N1CCCC2C(=CN=C2NC(=O)c2nnc3ccccc3c2N)C1,364.16477388,1.4963000000000002,3,8,40
41,41,4,4467,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(CC(C)=O)CCCc2c1,1.0,39,75.8,1,202.110613068,1.8856,CC(=O)CN1CCCc2cc(NC(=O)c3nnc4ccccc4c3N)ncc2C1,390.180423944,2.1964999999999995,3,8,41
42,42,1,9652,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CCN(C)CCCc2n1,1.0,38,164.9,1,175.11094741600007,1.3639,CN1CCCc2nc(NC(=O)c3nnc4ccccc4c3N)ncc2CC1,363.18075829200006,1.6748,3,8,42
43,43,1,2245,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(C(=O)CC)CCc2c1,1.0,39,39.8,1,188.094963004,1.8431,CCC(=O)N1CCc2cc(NC(=O)c3nnc4ccccc4c3N)ncc2C1,376.16477388,2.154,3,8,43
44,44,1,1953,N(C(=O)c1nnc2ccccc2c1N)c1ncc2OC(C(F)(F)F)Cc2n1,1.0,36,33.8,1,188.01974737600008,1.8092,Nc1c(C(=O)Nc2ncc3c(n2)CC(C(F)(F)F)O3)nnc2ccccc12,376.0895582520001,2.1201,3,8,44
45,45,4,3625,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(C(=O)C2)c2ccc(cc12)C,1.0,41,58.9,1,210.07931294,2.020320000000001,Cc1ccc2c(c1)C(NC(=O)c1nnc3ccccc3c1N)=NC=C1CC(=O)N2C1,398.149123816,2.331220000000001,3,8,45
46,46,1,5318,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(C)C(C)C(=O)c2c1,1.0,40,90.2,1,174.07931294,1.5650000000000004,CC1C(=O)c2cc(NC(=O)c3nnc4ccccc4c3N)ncc2CN1C,362.149123816,1.8759000000000001,3,8,46
47,47,1,6990,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CC(=O)N(C)Cc2c1Cl,1.0,39,119.4,1,194.024690524,1.7163,CN1Cc2c(cnc(NC(=O)c3nnc4ccccc4c3N)c2Cl)CC1=O,382.0945014,2.0271999999999997,3,8,47
48,48,1,1725,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(C(=O)C)Cc2c1C,1.0,36,29.8,1,174.07931294,1.7189200000000002,CC(=O)N1Cc2cnc(NC(=O)c3nnc4ccccc4c3N)c(C)c2C1,362.149123816,2.02982,3,8,48
49,49,4,10000,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(C(=O)C2)c2cc(F)cc(c12)F,1.0,47,166.3,1,232.044819252,1.990100000000001,Nc1c(C(=O)NC2=NC=C3CC(=O)N(C3)c3cc(F)cc(F)c32)nnc2ccccc12,420.114630128,2.301000000000001,3,8,49
50,50,4,1957,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(CCc2n1)CC(F)(F)F,1.0,35,34.1,1,215.06703191600005,1.8638,Nc1c(C(=O)Nc2ncc3c(n2)CCN(CC(F)(F)F)C3)nnc2ccccc12,403.13684279200004,2.1746999999999996,3,8,50
51,51,1,6358,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(C)CCOCCc2c1C,1.0,39,108.6,1,204.126263132,1.86132,Cc1c(NC(=O)c2nnc3ccccc3c2N)ncc2c1CCOCCN(C)C2,392.196074008,2.1722199999999994,3,8,51
52,52,1,6372,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(C)CC(c2c1)C(=O)C,1.0,39,108.8,1,188.094963004,1.6664,CC(=O)C1CN(C)Cc2cnc(NC(=O)c3nnc4ccccc4c3N)cc21,376.16477388,1.9772999999999998,3,8,52
53,53,1,5339,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(C)C(C)COc2c1,1.0,40,90.2,1,176.094963004,1.7611000000000003,CC1COc2cc(NC(=O)c3nnc4ccccc4c3N)ncc2CN1C,364.16477388,2.072,3,8,53
54,54,3,8904,N(C(=O)c1nnc2ccccc2c1N)c1ncc2C(CN(C)CCc2n1)C,1.0,39,147.1,1,175.11094741600007,1.5348000000000002,CC1CN(C)CCc2nc(NC(=O)c3nnc4ccccc4c3N)ncc21,363.18075829200006,1.8457,3,8,54
55,55,3,10275,N(C(=O)c1nnc2ccccc2c1N)c1ncc2C(CN3CCN(C)C(C)c3c2C)C1,1.0,49,175.5,1,229.15789760800007,1.8567000000000005,CC1=C2C(C)N(C)CCN2CC2CC(NC(=O)c3nnc4ccccc4c3N)=NC=C12,417.22770848400006,2.1676,3,8,55
56,56,1,5040,N(C(=O)c1nnc2ccccc2c1N)c1ncc2COC(C)COCc2c1,1.0,39,84.7,1,177.07897859199997,1.9837,CC1COCc2cc(NC(=O)c3nnc4ccccc4c3N)ncc2CO1,365.14878946799996,2.2946,3,8,56
57,57,4,10017,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(C(=O)Cc2c1)C1CC1,1.0,43,166.8,1,186.07931294,1.5955000000000004,Nc1c(C(=O)Nc2cc3c(cn2)CN(C2CC2)C(=O)C3)nnc2ccccc12,374.149123816,1.9064,3,8,57
58,58,4,8684,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(C(=O)C2)c2cc(F)ccc12,1.0,46,144.8,1,214.054241064,1.8510000000000004,Nc1c(C(=O)NC2=NC=C3CC(=O)N(C3)c3cc(F)ccc32)nnc2ccccc12,402.12405194,2.1619,3,8,58
59,59,2,6130,N(C(=O)c1nnc2ccccc2c1N)c1ncc2C(F)(F)Cc(n1)OCC2,1.0,39,99.8,1,184.044819252,1.7286000000000006,Nc1c(C(=O)NC2=NC=C3CCOC(=N2)CC3(F)F)nnc2ccccc12,372.114630128,2.0395000000000003,3,8,59
60,60,1,3880,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CCN(Cc2n1)CCC,1.0,35,61.8,1,175.11094741600007,1.7115,CCCN1CCc2cnc(NC(=O)c3nnc4ccccc4c3N)nc2C1,363.18075829200006,2.0223999999999998,3,8,60
61,61,4,2899,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CC(=O)COCc2c1C,1.0,35,46.6,1,175.06332852799997,1.4986200000000005,Cc1c(NC(=O)c2nnc3ccccc3c2N)ncc2c1COCC(=O)C2,363.13313940399996,1.80952,3,8,61
62,62,1,10010,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(CCN2CCCOC)CC1,1.0,40,169.7,1,221.15281222800004,0.9286,COCCCN1CCN2CCC(NC(=O)c3nnc4ccccc4c3N)=NC=C1C2,409.22262310400004,1.2394999999999998,3,9,62
63,63,3,8290,N(C(=O)c1nnc2ccccc2c1N)c1ncc2C(CN3CCOC(C)(C)c3n1)C2,1.0,40,133.3,1,217.12151210000005,1.4136000000000002,CC1(C)OCCN2CC3CC3=CN=C(NC(=O)c3nnc4ccccc4c3N)N=C21,405.19132297600004,1.7245000000000001,3,9,63
64,64,4,3200,N(C(=O)c1nnc2ccccc2c1N)c1ncc2C(=O)N(CCc2c1C)C,1.0,37,50.9,1,174.07931294,1.4849200000000002,Cc1c(NC(=O)c2nnc3ccccc3c2N)ncc2c1CCN(C)C2=O,362.149123816,1.79582,3,8,64
65,65,3,8808,N(C(=O)c1nnc2ccccc2c1N)c1ncc2C(CN3CCCCc3n2)CCOC1,1.0,39,144.3,1,231.13716216400005,1.8053000000000003,Nc1c(C(=O)NC2=NC=C3N=C4CCCCN4CC3CCOC2)nnc2ccccc12,419.20697304000004,2.1162,3,9,65
66,66,1,3291,N(C(=O)c1nnc2ccccc2c1N)c1ncc2OC(C(=O)C)Cc2c1C,1.0,40,52.6,1,175.06332852800003,1.74932,CC(=O)C1Cc2c(cnc(NC(=O)c3nnc4ccccc4c3N)c2C)O1,363.133139404,2.0602199999999997,3,8,66
67,67,3,9408,N(C(=O)c1nnc2ccccc2c1N)c1ncc2C(F)(CCN(C)Cc2n1)C,1.0,37,158.7,1,193.10152560400005,1.963600000000001,CN1CCC(C)(F)c2cnc(NC(=O)c3nnc4ccccc4c3N)nc2C1,381.17133648000004,2.2745000000000006,3,8,67
68,68,3,739,N(C(=O)c1nnc2ccccc2c1N)Cc1cccc(c1)C(=O)N(CC)C,1.0,27,12.3,1,175.09971403600005,1.9230000000000005,CCN(C)C(=O)c1cccc(CNC(=O)c2nnc3ccccc3c2N)c1,363.16952491200004,2.2339,3,7,68
69,69,1,3465,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(CC(C)N(C)C)c2c1,1.0,39,55.2,1,189.12659748000007,1.818500000000001,CC(CN1Cc2cnc(NC(=O)c3nnc4ccccc4c3N)cc21)N(C)C,377.19640835600006,2.1294000000000004,3,8,69
70,70,3,10553,N(C(=O)c1nnc2ccccc2c1N)c1ncc2C(CN3CCOCC3)=C/Cc2c1,1.0,44,180.6,1,214.110613068,1.8201000000000005,Nc1c(C(=O)Nc2cc3c(cn2)C(CN2CCOCC2)=CC3)nnc2ccccc12,402.180423944,2.1310000000000002,3,8,70
71,71,2,9242,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(CCC2CC(O)C1)CC,1.0,40,153.4,1,206.141913196,1.4098000000000002,CCN1CCC2CC(O)CC(NC(=O)c3nnc4ccccc4c3N)=NC=C2C1,394.211724072,1.7207,4,8,71
72,72,1,5060,N(C(=O)c1nnc2ccccc2c1N)c1ncc2COC(C)COCCc2c1,1.0,39,84.7,1,191.094628656,2.0262000000000007,CC1COCCc2cc(NC(=O)c3nnc4ccccc4c3N)ncc2CO1,379.16443953199996,2.3371000000000004,3,8,72
73,73,2,6819,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(C(=O)C(C)C)c(n1)C2,1.0,45,109.3,1,189.09021197200005,1.1712000000000002,CC(C)C(=O)N1CC2=CN=C(NC(=O)c3nnc4ccccc4c3N)N=C1C2,377.16002284800004,1.4821000000000002,3,9,73
74,74,1,6759,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(C)CCOCCCn12,1.0,40,115.5,1,193.12151210000005,1.202,CN1CCOCCCn2c(cnc2NC(=O)c2nnc3ccccc3c2N)C1,381.19132297600004,1.5128999999999997,3,9,74
75,75,1,5410,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(C)CCOCc2c1C,1.0,38,91.1,1,190.110613068,1.81882,Cc1c(NC(=O)c2nnc3ccccc3c2N)ncc2c1COCCN(C)C2,378.180423944,2.12972,3,8,75
76,76,2,7807,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(CC)OCC/c2c1,1.0,40,128.5,1,176.094963004,1.858,CCN1Cc2cnc(NC(=O)c3nnc4ccccc4c3N)cc2CCO1,364.16477388,2.1689,3,8,76
77,77,4,4067,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CCNCCCCc2c1,1.0,36,67.9,1,174.11569844800002,2.0168000000000004,Nc1c(C(=O)Nc2cc3c(cn2)CCNCCCC3)nnc2ccccc12,362.185509324,2.3277,4,7,77
78,78,1,7500,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CCCN(C(=O)C)Cc2c1,1.0,35,126.8,1,188.094963004,1.8431,CC(=O)N1CCCc2cnc(NC(=O)c3nnc4ccccc4c3N)cc2C1,376.16477388,2.154,3,8,78
79,79,1,6308,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(CC)CCN(C)Cc2c1,1.0,38,108.0,1,203.14224754400007,1.8157,CCN1CCN(C)Cc2cc(NC(=O)c3nnc4ccccc4c3N)ncc2C1,391.21205842000006,2.1266,3,8,79
80,80,4,1934,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(CCCn12)C(=O)C,1.0,35,34.1,1,177.09021197200005,1.1021,CC(=O)N1CCCn2c(cnc2NC(=O)c2nnc3ccccc3c2N)C1,365.16002284800004,1.413,3,9,80
81,81,3,3311,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(CC)C(C)(C)c2n1,1.0,38,54.7,1,175.11094741600007,2.0140000000000007,CCN1Cc2cnc(NC(=O)c3nnc4ccccc4c3N)nc2C1(C)C,363.18075829200006,2.3249000000000004,3,8,81
82,82,3,10307,N(C(=O)c1nnc2ccccc2c1N)c1ncc2C(CN3CCCCc3n1)C2,1.0,40,175.5,1,187.11094741600007,1.7887000000000004,Nc1c(C(=O)NC2=NC=C3CC3CN3CCCCC3=N2)nnc2ccccc12,375.18075829200006,2.0996,3,8,82
83,83,3,8639,N(C(=O)c1nnc2ccccc2c1N)c1ncc2C(CN(CC)C)C(=O)c2c1,1.0,39,140.7,1,188.094963004,1.7800000000000002,CCN(C)CC1C(=O)c2cc(NC(=O)c3nnc4ccccc4c3N)ncc21,376.16477388,2.0909,3,8,83
84,84,1,7635,N(C(=O)c1nnc2ccccc2c1N)c1ncc2COC(C)COC12COCC,1.0,40,128.9,1,209.10519334,1.1375000000000002,CCOCC12OCC(C)OCC1=CN=C2NC(=O)c1nnc2ccccc2c1N,397.17500421599993,1.4484,3,9,84
85,85,4,4590,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(C)C(C)Cc2c1OC,1.0,40,78.8,1,190.110613068,1.9334,COc1c(NC(=O)c2nnc3ccccc3c2N)ncc2c1CC(C)N(C)C2,378.180423944,2.2443,3,8,85
86,86,4,2992,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(C(=O)CCn12)CC(C)C,1.0,40,48.5,1,205.12151210000005,1.7382,CC(C)CN1Cc2cnc(NC(=O)c3nnc4ccccc4c3N)n2CCC1=O,393.19132297600004,2.0490999999999997,3,9,86
87,87,4,7213,N(C(=O)c1nnc2ccccc2c1N)c1ncc2C(F)C(N3CCOCCc3c12)C,1.0,36,121.7,1,220.101191256,1.6435000000000004,CC1C(F)C2=CN=C(NC(=O)c3nnc4ccccc4c3N)C2=C2CCOCCN21,408.171002132,1.9544000000000004,3,8,87
88,88,3,4091,N(C(=O)c1nnc2ccccc2c1N)c1ncc2C(CN(CCOc2c1)C)C,1.0,36,66.3,1,190.110613068,1.9761,CC1CN(C)CCOc2cc(NC(=O)c3nnc4ccccc4c3N)ncc21,378.180423944,2.287,3,8,88
89,89,1,2322,N(C(=O)c1nnc2ccccc2c1N)c1ncc2OCN(CCCc2c1)C,1.0,37,41.1,1,176.09496300400005,1.7627000000000002,CN1CCCc2cc(NC(=O)c3nnc4ccccc4c3N)ncc2OC1,364.16477388000004,2.0736,3,8,89
90,90,1,1524,N(C(=O)c1nnc2ccccc2c1N)c1ncc2OCN(CC)Cc2c1C,1.0,36,27.1,1,176.09496300400005,2.0286200000000005,CCN1COc2cnc(NC(=O)c3nnc4ccccc4c3N)c(C)c2C1,364.16477388000004,2.3395200000000003,3,8,90
91,91,4,4605,N(C(=O)c1nnc2ccccc2c1N)c1ncc2CN(C)C(C)CN(c2c1)C,1.0,40,78.8,1,189.12659748000007,1.818500000000001,CC1CN(C)c2cc(NC(=O)c3nnc4ccccc4c3N)ncc2CN1C,377.19640835600006,2.1294000000000004,3,8,91
92,92,2,8759,N(C(=O)c1nnc2ccccc2c1N)c1ncc2COC(C)(COC12)OCC,1.0,44,144.5,1,195.089543276,1.0950000000000002,CCOC1(C)COC2C(=CN=C2NC(=O)c2nnc3ccccc3c2N)CO1,383.15935415199993,1.4059,3,9,92
93,93,4,9284,N(C(=O)c1nnc2ccccc2c1N)c1ncc2C(F)(F)CC12COCOC,1.0,39,153.1,1,201.060134968,1.5728000000000004,COCOCC12CC(F)(F)C1=CN=C2NC(=O)c1nnc2ccccc2c1N,389.12994584399996,1.8837000000000004,3,8,93
