,index,trial,generated_id,smiles,reward,depth,elapsed_time,is_through_filter,SINCHO_MW,SINCHO_LogP,canonical_smiles,MW,LogP,donor,acceptor,Choice_idx
17,17,3,7888,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C1C(CC(F)CC1)OC,1.0,46,134.5,1,194.041293432,0.6792999999999997,COC1CC(F)CCC1S(=O)(=O)c1ccc2c(N)c(C(N)=O)nnc2c1,382.111104308,0.9901999999999995,4,8,17
18,18,1,4081,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C1CN([C@H](C1CCC)C)C,1.0,44,80.5,1,203.09799978400005,0.8925000000000002,CCCC1C(S(=O)(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)CN(C)[C@H]1C,391.16781066000004,1.2034,4,8,18
19,19,2,10058,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)N1CC(C(C)(C)COC)(C)C1,1.0,49,174.6,1,219.09291440400003,0.6831999999999999,COCC(C)(C)C1(C)CN(S(=O)(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)C1,407.16272528,0.9940999999999998,4,9,19
20,20,3,4210,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C1CN([C@H]1CC)CC1(C)CCC1,1.0,41,70.4,1,229.11364984800005,1.4267,CC[C@H]1C(S(=O)(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)CN1CC1(C)CCC1,417.18346072400004,1.7375999999999998,4,8,20
21,21,1,7791,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C1CN([C@H](C1)CC1(C)C)CC1,1.0,46,141.8,1,215.09799978400005,1.0366,CC1(C)CCN2CC(S(=O)(=O)c3ccc4c(N)c(C(N)=O)nnc4c3)C[C@@H]2C1,403.16781066000004,1.3475,4,8,21
22,22,4,10869,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C1C(C)(C)COc1C,1.0,44,173.1,1,176.05071524399995,0.5872,CC1OCC(C)(C)C1S(=O)(=O)c1ccc2c(N)c(C(N)=O)nnc2c1,364.12052611999997,0.8980999999999999,4,8,22
23,23,2,9291,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)N1CC(C)(C)C1(C1CCC1)C,1.0,45,162.3,1,215.09799978400005,1.5892999999999995,CC1(C)CN(S(=O)(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)C1(C)C1CCC1,403.16781066000004,1.9001999999999997,4,8,23
24,24,3,9432,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C(CC(C)C)(COC)C,1.0,44,157.0,1,192.082015372,1.2249,COCC(C)(CC(C)C)S(=O)(=O)c1ccc2c(N)c(C(N)=O)nnc2c1,380.15182624799996,1.5357999999999996,4,8,24
25,25,1,6492,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C1CN([C@H](C)[C@@H]1C)CCC(F)(F)F,1.0,47,122.3,1,257.069734348,1.4349000000000005,C[C@@H]1C(S(=O)(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)CN(CCC(F)(F)F)[C@@H]1C,445.139545224,1.7458,4,8,25
26,26,2,5273,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)N1CC(C(C)(C)COC1)CC,1.0,48,94.2,1,219.09291440400003,1.0307999999999995,CCC1CN(S(=O)(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)COCC1(C)C,407.16272528,1.3416999999999997,4,9,26
27,27,4,10476,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)Cc1c(C)c(c(F)c(C)c1)C,1.0,47,167.2,1,214.04637881200003,2.0382600000000006,Cc1cc(CS(=O)(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)c(C)c(C)c1F,402.116189688,2.3491600000000004,4,7,27
28,28,2,5758,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C1CN([C@H](CC)CC2CC2)C1,1.0,45,103.0,1,215.09799978400005,1.0366,CC[C@H](CC1CC1)N1CC(S(=O)(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)C1,403.16781066000004,1.3475,4,8,28
29,29,1,3693,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C1CN([C@H](CC1CC)C)C,1.0,43,72.8,1,203.09799978400005,0.8925000000000002,CCC1C[C@H](C)N(C)CC1S(=O)(=O)c1ccc2c(N)c(C(N)=O)nnc2c1,391.16781066000004,1.2034,4,8,29
30,30,3,567,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C[C@@H]1CC[C@@H](CC1)OC(F)F,1.0,40,7.3,1,226.047521684,1.5717,NC(=O)c1nnc2cc(S(=O)(=O)C[C@H]3CC[C@@H](OC(F)F)CC3)ccc2c1N,414.11733255999997,1.8825999999999998,4,8,30
31,31,1,310,NC(=O)c1nnc2cc(ccc2c1N)N1CCN(c2c(OC)cccc2)CC1,1.0,28,5.6,1,190.110613068,1.335199999999999,COc1ccccc1N1CCN(c2ccc3c(N)c(C(N)=O)nnc3c2)CC1,378.1804239439999,1.646099999999999,4,8,31
32,32,1,8654,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C[C@@H]1CC[C@H](N2CCC2)nc1C,1.0,48,157.0,1,228.09324875200005,0.6763999999999996,CC1=N[C@@H](N2CCC2)CC[C@H]1CS(=O)(=O)c1ccc2c(N)c(C(N)=O)nnc2c1,416.16305962800004,0.9872999999999994,4,9,32
33,33,1,1863,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)Cc1c(cccc1C)C,1.0,42,38.3,1,182.04015056,1.5907400000000005,Cc1cccc(C)c1CS(=O)(=O)c1ccc2c(N)c(C(N)=O)nnc2c1,370.109961436,1.9016400000000002,4,7,33
34,34,1,4533,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C1C(CC(F)(F)C1)C,1.0,41,89.6,1,182.021306936,1.2075000000000005,CC1CC(F)(F)CC1S(=O)(=O)c1ccc2c(N)c(C(N)=O)nnc2c1,370.091117812,1.5184000000000002,4,7,34
35,35,3,8162,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C1CN([C@H](C)C1(C))CC(C)(C)C,1.0,49,138.4,1,231.12929991200005,1.5286,CC1C(S(=O)(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)CN(CC(C)(C)C)[C@@H]1C,419.19911078800004,1.8395,4,8,35
36,36,4,945,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)N(CC1CCC1)CC1CC1,1.0,44,16.6,1,201.08234972000005,1.2007999999999996,NC(=O)c1nnc2cc(S(=O)(=O)N(CC3CCC3)CC3CC3)ccc2c1N,389.15216059600004,1.5116999999999996,4,8,36
37,37,1,8801,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C[C@@H]1CC[C@H](C)c(=O)C1,1.0,44,160.1,1,188.050715244,0.7789999999999998,C[C@H]1CC[C@@H](CS(=O)(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)CC1=O,376.12052611999997,1.0898999999999996,4,8,37
38,38,1,3451,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)Cc1c(C)ccc(Cl)c1,1.0,42,67.4,1,201.98552814400003,1.9357200000000003,Cc1ccc(Cl)cc1CS(=O)(=O)c1ccc2c(N)c(C(N)=O)nnc2c1,390.05533902,2.24662,4,7,38
39,39,4,11225,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C1C(CC(C1)C#N)CCC,1.0,45,178.1,1,199.06669965600005,1.4921800000000005,CCCC1CC(C#N)CC1S(=O)(=O)c1ccc2c(N)c(C(N)=O)nnc2c1,387.13651053200005,1.80308,4,8,39
40,40,2,5223,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)N1CC(CC)(COC)CC1,1.0,43,93.0,1,205.07726434000003,0.4371999999999999,CCC1(COC)CCN(S(=O)(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)C1,393.147075216,0.7480999999999998,4,9,40
41,41,1,6353,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)Cc1cc(C)c(c(C)c1)C,1.0,43,119.9,1,196.055800624,1.8991600000000008,Cc1cc(CS(=O)(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)cc(C)c1C,384.1256115,2.2100600000000004,4,7,41
42,42,3,4574,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C1CN([C@H]1C)[C@@H](C)CC(C)(C)C,1.0,43,76.9,1,231.12929991200005,1.6711,C[C@@H](CC(C)(C)C)N1CC(S(=O)(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)[C@@H]1C,419.19911078800004,1.982,4,8,42
43,43,3,6261,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C1C(CC(F)(F)C1)OCC,1.0,42,107.7,1,212.03187162,0.9764999999999996,CCOC1CC(F)(F)CC1S(=O)(=O)c1ccc2c(N)c(C(N)=O)nnc2c1,400.10168249599997,1.2873999999999994,4,8,43
44,44,1,9171,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C1CN([C@H](CC1C)C)F,1.0,45,166.0,1,193.05727784400003,0.7571000000000002,CC1C[C@H](C)N(F)CC1S(=O)(=O)c1ccc2c(N)c(C(N)=O)nnc2c1,381.12708872,1.068,4,8,44
45,45,4,156,NC(=O)c1nnc2cc(ccc2c1N)NC1CCC(CC1)CCN1CCOCC1,1.0,26,2.2,1,210.173213324,1.6929999999999992,NC(=O)c1nnc2cc(NC3CCC(CCN4CCOCC4)CC3)ccc2c1N,398.2430242,2.003899999999999,5,8,45
46,46,2,5755,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C1CN([C@H](CC)CC(C)C)C1,1.0,45,103.0,1,217.11364984800005,1.2826,CC[C@H](CC(C)C)N1CC(S(=O)(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)C1,405.18346072400004,1.5935,4,8,46
47,47,4,7288,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)N(C)C1CCC(CC1)C,1.0,40,122.2,1,189.08234972000005,1.1991999999999998,CC1CCC(N(C)S(=O)(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)CC1,377.15216059600004,1.5100999999999998,4,8,47
48,48,1,2105,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C[C@@H]1CC[C@H](C)n1C1CCC1,1.0,44,44.8,1,215.09799978400005,1.1791,C[C@H]1CC[C@@H](CS(=O)(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)N1C1CCC1,403.16781066000004,1.49,4,8,48
49,49,1,3205,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C1C(c2ccccc2C)C1,1.0,40,63.4,1,194.04015056,1.63822,Cc1ccccc1C1CC1S(=O)(=O)c1ccc2c(N)c(C(N)=O)nnc2c1,382.109961436,1.9491199999999997,4,7,49
50,50,4,922,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)N(CCCC1)CCOCC1,1.0,40,16.1,1,205.07726434000003,0.5812999999999998,NC(=O)c1nnc2cc(S(=O)(=O)N3CCCCCCOCC3)ccc2c1N,393.147075216,0.8921999999999997,4,9,50
51,51,1,380,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C[C@@H]1CC[C@H](CC1)N1CCC1,1.0,37,6.9,1,215.09799978400005,1.0381999999999998,NC(=O)c1nnc2cc(S(=O)(=O)C[C@H]3CC[C@H](N4CCC4)CC3)ccc2c1N,403.16781066000004,1.3490999999999997,4,8,51
52,52,1,703,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)Cc1n(ccc1Cl)C,1.0,40,12.8,1,190.98077711200003,0.9658000000000004,Cn1ccc(Cl)c1CS(=O)(=O)c1ccc2c(N)c(C(N)=O)nnc2c1,379.050587988,1.2767000000000002,4,8,52
53,53,3,3748,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)CN(CC(C)C)CC,1.0,39,63.9,1,177.08234972000005,0.7091,CCN(CC(C)C)CS(=O)(=O)c1ccc2c(N)c(C(N)=O)nnc2c1,365.15216059600004,1.0199999999999998,4,8,53
54,54,2,4161,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)CCC1CCCCC1,1.0,36,73.3,1,174.071450688,1.7440999999999995,NC(=O)c1nnc2cc(S(=O)(=O)CCC3CCCCC3)ccc2c1N,362.141261564,2.0549999999999993,4,7,54
55,55,4,819,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)N(CCCC)CCC1CC1,1.0,39,13.8,1,203.09799978400005,1.5908999999999995,CCCCN(CCC1CC1)S(=O)(=O)c1ccc2c(N)c(C(N)=O)nnc2c1,391.16781066000004,1.9017999999999995,4,8,55
56,56,1,5396,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)CCc1ccc(F)cc1,1.0,39,102.9,1,186.01507868400003,1.1555,NC(=O)c1nnc2cc(S(=O)(=O)CCc3ccc(F)cc3)ccc2c1N,374.08488956,1.4664,4,7,56
57,57,2,7061,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C1CN([C@H](CC)CC(F)(F)F)C1,1.0,46,123.0,1,243.05408428400003,1.1889000000000003,CC[C@H](CC(F)(F)F)N1CC(S(=O)(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)C1,431.12389516,1.4998,4,8,57
58,58,2,5655,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C1CN([C@H](CC(F)(F)F)C1)C,1.0,43,100.9,1,229.03843422000003,0.7988000000000003,CN1CC(S(=O)(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)C[C@H]1CC(F)(F)F,417.108245096,1.1097000000000001,4,8,58
59,59,2,4029,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)Cc1cc(c(C)c(C)c1)F,1.0,44,70.2,1,200.03072874800003,1.7298400000000005,Cc1cc(CS(=O)(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)cc(F)c1C,388.100539624,2.04074,4,7,59
60,60,2,6326,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C1CCN(CCC(C)C)CC1,1.0,41,114.0,1,217.11364984800005,1.2841999999999998,CC(C)CCN1CCC(S(=O)(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)CC1,405.18346072400004,1.5950999999999997,4,8,60
61,61,3,4219,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C1CN([C@H]1CC)CC1CC1,1.0,41,70.4,1,201.08234972000005,0.6465000000000002,CC[C@H]1C(S(=O)(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)CN1CC1CC1,389.15216059600004,0.9574,4,8,61
62,62,1,5272,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)Cc1c(C)c(ccc1C)F,1.0,43,101.3,1,200.03072874800003,1.7298400000000005,Cc1ccc(F)c(C)c1CS(=O)(=O)c1ccc2c(N)c(C(N)=O)nnc2c1,388.100539624,2.04074,4,7,62
63,63,2,717,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)N1CC(C(F)(F)F)CC1,1.0,40,10.6,1,201.00713409200003,0.5729000000000004,NC(=O)c1nnc2cc(S(=O)(=O)N3CCC(C(F)(F)F)C3)ccc2c1N,389.076944968,0.8838000000000003,4,8,63
64,64,2,10162,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)N1CC(C(C)(C)CC(F)(F)F)CC1,1.0,48,176.6,1,257.069734348,1.9892000000000007,CC(C)(CC(F)(F)F)C1CCN(S(=O)(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)C1,445.139545224,2.3001000000000005,4,8,64
65,65,1,2060,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)Cc1cc(C)ccc1F,1.0,41,44.2,1,186.01507868400003,1.42142,Cc1ccc(F)c(CS(=O)(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)c1,374.08488956,1.7323199999999999,4,7,65
66,66,1,4847,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C1CN(CCCC)C1,1.0,42,97.1,1,175.06669965600005,0.2580000000000001,CCCCN1CC(S(=O)(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)C1,363.13651053200005,0.5689,4,8,66
67,67,4,7400,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)N(C)CCC1CCC1,1.0,40,123.9,1,175.06669965600005,0.8106999999999999,CN(CCC1CCC1)S(=O)(=O)c1ccc2c(N)c(C(N)=O)nnc2c1,363.13651053200005,1.1215999999999997,4,8,67
68,68,4,405,NC(=O)c1nnc2cc(ccc2c1N)N1CCN(Cc2ccccc2)CC(F)(F)C1,1.0,29,7.2,1,224.112504888,1.9575,NC(=O)c1nnc2cc(N3CCN(Cc4ccccc4)CC(F)(F)C3)ccc2c1N,412.18231576399995,2.2683999999999997,4,7,68
69,69,3,9845,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C(CCC)(OC)CCC,1.0,43,163.9,1,192.082015372,1.7165999999999997,CCCC(CCC)(OC)S(=O)(=O)c1ccc2c(N)c(C(N)=O)nnc2c1,380.15182624799996,2.0274999999999994,4,8,69
70,70,2,6926,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)N(C(F)(F)F)CCC1CC1,1.0,44,121.6,1,215.02278415600003,1.3106,NC(=O)c1nnc2cc(S(=O)(=O)N(CCC3CC3)C(F)(F)F)ccc2c1N,403.092595032,1.6215,4,8,70
71,71,2,8634,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)N1CCC(F)(F)CCC1,1.0,43,151.5,1,197.03220596800008,0.8099000000000002,NC(=O)c1nnc2cc(S(=O)(=O)N3CCCC(F)(F)CC3)ccc2c1N,385.10201684400005,1.1208,4,8,71
72,72,3,2991,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C(CC(C)(C)C)Cl,1.0,41,52.5,1,182.01682827200003,1.7748000000000004,CC(C)(C)CC(Cl)S(=O)(=O)c1ccc2c(N)c(C(N)=O)nnc2c1,370.086639148,2.0857,4,7,72
73,73,3,9851,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C(CCC)(OC)C(C)C,1.0,43,163.9,1,192.082015372,1.5724999999999998,CCCC(OC)(C(C)C)S(=O)(=O)c1ccc2c(N)c(C(N)=O)nnc2c1,380.15182624799996,1.8833999999999997,4,8,73
74,74,3,4503,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C1CN([C@H](CC2CC2)CC1)F,1.0,43,75.7,1,219.07292790800005,1.2913,NC(=O)c1nnc2cc(S(=O)(=O)C3CC[C@@H](CC4CC4)N(F)C3)ccc2c1N,407.142738784,1.6021999999999998,4,8,74
75,75,1,578,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C[C@@H]1CC[C@H](CN(C)C)CC1,1.0,41,11.2,1,217.11364984800005,1.1416999999999995,CN(C)C[C@H]1CC[C@@H](CS(=O)(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)CC1,405.18346072400004,1.4525999999999997,4,8,75
76,76,1,3726,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C1CN(CC2CCCCC2)c1C1CC1,1.0,40,73.7,1,255.12929991200005,1.8168,NC(=O)c1nnc2cc(S(=O)(=O)C3CN(CC4CCCCC4)C3C3CC3)ccc2c1N,443.19911078800004,2.1277,4,8,76
77,77,1,4278,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C1C(c2ccc(CC)cc2)C1,1.0,44,85.3,1,208.055800624,1.8922000000000003,CCc1ccc(C2CC2S(=O)(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)cc1,396.1256115,2.2031,4,7,77
78,78,1,3393,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)Cc1c(C)c(F)ccc1,1.0,42,66.9,1,186.01507868400003,1.4214200000000003,Cc1c(F)cccc1CS(=O)(=O)c1ccc2c(N)c(C(N)=O)nnc2c1,374.08488956,1.7323200000000003,4,7,78
79,79,2,9906,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)N(C(F)(F)F)CCC,1.0,46,172.0,1,189.00713409200003,0.9205000000000002,CCCN(C(F)(F)F)S(=O)(=O)c1ccc2c(N)c(C(N)=O)nnc2c1,377.076944968,1.2314,4,8,79
80,80,4,11,NC(=O)c1nnc2cc(ccc2c1N)C(=O)c1ccc(OC)c(c1)Cl,1.0,24,0.6,1,167.99780708,1.893,COc1ccc(C(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)cc1Cl,356.067617956,2.2039,4,7,80
81,81,1,1577,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C[C@@H]1CC[C@H](C)n1C,1.0,43,32.3,1,175.06669965600005,0.2564000000000003,C[C@H]1CC[C@@H](CS(=O)(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)N1C,363.13651053200005,0.5673000000000001,4,8,81
82,82,3,2161,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)Cc1c(ccc(C)c1)Cl,1.0,42,38.6,1,201.98552814400003,1.9357200000000003,Cc1ccc(Cl)c(CS(=O)(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)c1,390.05533902,2.24662,4,7,82
83,83,3,8586,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C1CN([C@H]1CC)C(F)(F)F,1.0,44,143.6,1,215.02278415600003,0.7563000000000003,CC[C@H]1C(S(=O)(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)CN1C(F)(F)F,403.092595032,1.0672000000000001,4,8,83
84,84,2,4318,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)N1CCC(OC(C)C)CC1,1.0,41,76.0,1,205.07726434000003,0.5781000000000002,CC(C)OC1CCN(S(=O)(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)CC1,393.147075216,0.889,4,9,84
85,85,3,3278,NC(=O)c1nnc2cc(ccc2c1N)S(=O)(=O)C1CN([C@H]1C)[C@@H]1CC[C@H](C)CC1,1.0,39,57.4,1,229.11364984800005,1.4251,C[C@H]1C(S(=O)(=O)c2ccc3c(N)c(C(N)=O)nnc3c2)CN1[C@H]1CC[C@@H](C)CC1,417.18346072400004,1.736,4,8,85
